Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2016-03-21,OpenAI,4.87,0.38,-61.86,,-0.12
2016-03-22,OpenAI,4.88,1.42,41.75,,0.52
2016-03-23,OpenAI,4.03,1.68,67.67,,0.79
2016-03-24,OpenAI,5.0,1.18,17.8,,0.36
2016-03-25,OpenAI,5.77,0.26,-73.99,,0.28
2016-03-26,OpenAI,4.21,1.33,32.52,,-0.98
2016-03-27,OpenAI,6.2,0.78,-21.65,,0.34
2016-03-28,OpenAI,5.07,1.32,32.3,,-0.32
2016-03-29,OpenAI,5.4,1.47,46.79,,0.19
2016-03-30,OpenAI,5.48,1.8,80.15,,-0.51
2016-03-31,OpenAI,6.46,1.41,41.31,,-0.38
2016-04-01,OpenAI,6.3,1.43,43.36,,-0.49
2016-04-02,OpenAI,3.34,2.31,130.61,,0.11
2016-04-03,OpenAI,6.3,1.52,52.24,,0.76
2016-04-04,OpenAI,3.85,1.99,99.33,,-0.1
2016-04-05,OpenAI,6.52,1.54,53.64,,-0.38
2016-04-06,OpenAI,5.74,0.76,-23.76,,0.29
2016-04-07,OpenAI,7.47,1.51,50.81,,-0.77
2016-04-08,OpenAI,4.61,0.81,-18.72,,-0.21
2016-04-09,OpenAI,3.83,1.57,56.61,,0.28
2016-04-10,OpenAI,5.3,1.85,84.68,,-0.89
2016-04-11,OpenAI,4.39,1.3,30.25,,0.59
2016-04-12,OpenAI,5.74,1.13,13.18,,0.26
2016-04-13,OpenAI,5.72,1.18,18.23,,-0.52
2016-04-14,OpenAI,4.49,1.51,51.3,,-0.43
2016-04-15,OpenAI,6.27,0.97,-2.79,,0.9
2016-04-16,OpenAI,3.7,0.18,-82.01,,-0.94
2016-04-17,OpenAI,6.13,1.49,49.1,,-0.16
2016-04-18,OpenAI,4.91,0.65,-34.63,,-0.02
2016-04-19,OpenAI,6.13,1.38,38.48,,0.72
2016-04-20,OpenAI,4.16,1.01,1.18,,0.93
2016-04-21,OpenAI,5.57,0.69,-31.14,,0.09
2016-04-22,OpenAI,4.86,0.53,-47.38,,0.32
2016-04-23,OpenAI,4.69,0.35,-64.68,,0.78
2016-04-24,OpenAI,3.94,0.55,-44.77,,-0.42
2016-04-25,OpenAI,5.04,1.06,6.46,,-0.57
2016-04-26,OpenAI,4.45,0.62,-38.42,,-0.7
2016-04-27,OpenAI,5.9,0.98,-1.81,,-0.86
2016-04-28,OpenAI,6.44,1.06,5.54,,-0.2
2016-04-29,OpenAI,6.59,0.84,-15.52,,0.16
2016-04-30,OpenAI,5.34,1.23,23.08,,0.15
2016-05-01,OpenAI,4.79,0.84,-15.98,,0.7
2016-05-02,OpenAI,6.86,1.64,64.1,,0.11
2016-05-03,OpenAI,4.82,1.72,72.41,,0.79
2016-05-04,OpenAI,4.77,0.9,-10.09,,-0.59
2016-05-05,OpenAI,3.67,1.45,45.1,,-0.46
2016-05-06,OpenAI,5.66,1.68,68.21,,-0.71
2016-05-07,OpenAI,4.78,1.61,61.15,,-0.05
2016-05-08,OpenAI,4.46,1.54,53.67,,0.06
2016-05-09,OpenAI,4.51,1.02,2.02,,0.5
2016-05-10,OpenAI,6.31,1.15,15.39,,0.33
2016-05-11,OpenAI,3.49,1.27,26.64,,0.64
2016-05-12,OpenAI,5.17,1.34,33.6,,-0.58
2016-05-13,OpenAI,4.96,1.36,35.58,,0.24
2016-05-14,OpenAI,5.05,1.66,65.96,,-0.74
2016-05-15,OpenAI,3.9,2.0,99.97,,0.95
2016-05-16,OpenAI,5.12,1.61,61.13,,0.46
2016-05-17,OpenAI,6.36,1.16,16.06,,0.39
2016-05-18,OpenAI,6.06,1.06,5.58,,0.53
2016-05-19,OpenAI,4.64,0.55,-45.31,,-0.7
2016-05-20,OpenAI,5.98,0.59,-40.94,,-0.26
2016-05-21,OpenAI,5.25,2.22,122.14,,0.53
2016-05-22,OpenAI,5.0,1.57,56.53,,0.43
2016-05-23,OpenAI,4.45,1.11,11.19,AI Video Recommendation upgrade,1.99
2016-05-24,OpenAI,5.26,1.05,4.71,,-0.36
2016-05-25,OpenAI,5.48,1.01,0.77,,-0.51
2016-05-26,OpenAI,4.65,1.05,5.45,,0.69
2016-05-27,OpenAI,3.53,0.67,-32.73,,0.93
2016-05-28,OpenAI,4.81,1.46,46.08,,0.9
2016-05-29,OpenAI,6.58,1.98,98.1,,-0.93
2016-05-30,OpenAI,5.32,0.34,-65.99,,-0.56
2016-05-31,OpenAI,3.95,1.61,60.89,,-0.78
2016-06-01,OpenAI,3.49,2.03,102.82,,0.98
2016-06-02,OpenAI,7.87,0.41,-59.01,,-0.92
2016-06-03,OpenAI,3.99,1.7,70.37,,-0.53
2016-06-04,OpenAI,6.8,1.56,56.01,,0.03
2016-06-05,OpenAI,4.43,2.31,131.08,,-0.45
2016-06-06,OpenAI,4.4,1.1,9.85,,-0.17
2016-06-07,OpenAI,5.04,0.62,-37.5,,-0.7
2016-06-08,OpenAI,5.03,1.21,20.6,,-0.49
2016-06-09,OpenAI,6.43,0.42,-57.75,,0.76
2016-06-10,OpenAI,6.02,0.22,-78.23,,0.64
2016-06-11,OpenAI,5.58,1.67,66.96,,0.29
2016-06-12,OpenAI,5.23,1.15,14.85,,-0.17
2016-06-13,OpenAI,5.98,1.61,60.79,,-0.09
2016-06-14,OpenAI,5.05,1.29,28.78,,-0.04
2016-06-15,OpenAI,5.65,1.21,20.61,,-0.18
2016-06-16,OpenAI,4.21,1.58,57.77,,0.08
2016-06-17,OpenAI,6.86,1.0,0.2,,0.48
2016-06-18,OpenAI,6.03,1.24,23.62,,0.39
2016-06-19,OpenAI,5.89,1.24,23.53,,-0.12
2016-06-20,OpenAI,4.77,1.22,21.84,,-0.08
2016-06-21,OpenAI,4.78,0.83,-17.47,,0.21
2016-06-22,OpenAI,4.91,0.95,-5.03,,0.36
2016-06-23,OpenAI,6.31,0.94,-6.44,,0.25
2016-06-24,OpenAI,6.44,0.62,-37.52,,-0.08
2016-06-25,OpenAI,5.43,1.87,87.45,,0.39
2016-06-26,OpenAI,3.72,1.66,65.73,,0.29
2016-06-27,OpenAI,4.97,1.08,7.74,,0.58
2016-06-28,OpenAI,4.63,0.8,-19.95,,-0.63
2016-06-29,OpenAI,5.23,1.01,0.52,,0.9
2016-06-30,OpenAI,6.07,0.84,-15.78,,0.21
2016-07-01,OpenAI,6.21,0.88,-12.23,,-0.39
2016-07-02,OpenAI,5.19,-0.29,-129.11,,-0.31
2016-07-03,OpenAI,6.21,0.51,-49.23,,-0.42
2016-07-04,OpenAI,7.78,0.86,-13.68,,0.35
2016-07-05,OpenAI,3.89,1.28,28.34,,-0.11
2016-07-06,OpenAI,5.86,1.83,83.39,,0.01
2016-07-07,OpenAI,6.73,1.49,49.17,,0.71
2016-07-08,OpenAI,3.74,0.94,-6.01,,0.5
2016-07-09,OpenAI,5.38,1.71,70.52,,-1.0
2016-07-10,OpenAI,4.83,0.92,-8.47,,-0.13
2016-07-11,OpenAI,5.71,1.21,21.03,,0.84
2016-07-12,OpenAI,5.25,1.56,56.39,,0.04
2016-07-13,OpenAI,5.25,1.01,0.89,,-0.01
2016-07-14,OpenAI,5.14,1.38,37.77,,-0.11
2016-07-15,OpenAI,5.1,1.8,80.48,,-0.37
2016-07-16,OpenAI,1.77,0.66,-33.93,,0.75
2016-07-17,OpenAI,4.96,0.76,-23.91,,-0.63
2016-07-18,OpenAI,7.06,0.96,-4.2,,-0.49
2016-07-19,OpenAI,6.16,0.98,-2.21,,0.27
2016-07-20,OpenAI,5.19,0.94,-5.78,,0.41
2016-07-21,OpenAI,7.12,1.51,51.33,,0.44
2016-07-22,OpenAI,5.67,1.15,14.94,,-0.12
2016-07-23,OpenAI,5.42,1.9,89.62,,-0.1
2016-07-24,OpenAI,5.77,1.13,12.59,,-0.63
2016-07-25,OpenAI,6.51,0.46,-53.51,,0.0
2016-07-26,OpenAI,7.76,2.15,114.72,,0.22
2016-07-27,OpenAI,5.12,0.47,-53.28,,-0.85
2016-07-28,OpenAI,5.86,1.2,20.25,,0.9
2016-07-29,OpenAI,3.86,1.4,40.07,,-0.58
2016-07-30,OpenAI,4.08,1.23,23.41,,-0.76
2016-07-31,OpenAI,5.43,0.75,-25.5,,-0.82
2016-08-01,OpenAI,4.09,0.64,-36.35,,0.59
2016-08-02,OpenAI,7.05,1.3,29.88,,0.71
2016-08-03,OpenAI,4.77,1.63,63.1,,-0.7
2016-08-04,OpenAI,5.98,1.16,16.48,,0.04
2016-08-05,OpenAI,6.21,0.98,-1.98,,0.82
2016-08-06,OpenAI,5.0,1.49,48.74,,0.09
2016-08-07,OpenAI,5.7,1.28,27.9,,1.0
2016-08-08,OpenAI,5.24,0.85,-14.57,,-0.36
2016-08-09,OpenAI,5.51,1.44,43.74,,-0.11
2016-08-10,OpenAI,5.02,0.57,-43.36,,-0.52
2016-08-11,OpenAI,4.74,1.48,47.66,,-0.46
2016-08-12,OpenAI,4.47,2.01,101.42,,0.99
2016-08-13,OpenAI,5.99,0.89,-10.85,,-0.09
2016-08-14,OpenAI,3.92,0.92,-8.19,,-0.29
2016-08-15,OpenAI,6.22,1.28,28.1,,-0.27
2016-08-16,OpenAI,4.32,1.56,56.08,,-0.26
2016-08-17,OpenAI,5.48,1.65,65.45,,-0.09
2016-08-18,OpenAI,7.97,0.83,-17.33,,0.16
2016-08-19,OpenAI,6.54,1.28,27.94,,0.27
2016-08-20,OpenAI,5.47,1.17,16.53,,0.12
2016-08-21,OpenAI,6.81,0.76,-23.86,,0.91
2016-08-22,OpenAI,4.34,1.31,30.66,,-0.82
2016-08-23,OpenAI,3.97,0.75,-24.85,,0.14
2016-08-24,OpenAI,5.54,0.98,-2.01,,0.46
2016-08-25,OpenAI,5.19,0.72,-27.82,,-0.29
2016-08-26,OpenAI,5.37,1.49,49.11,,-0.63
2016-08-27,OpenAI,5.24,0.91,-8.6,,-0.31
2016-08-28,OpenAI,5.5,1.42,42.05,,0.55
2016-08-29,OpenAI,6.14,2.11,111.3,,0.89
2016-08-30,OpenAI,5.27,1.43,42.79,,-0.9
2016-08-31,OpenAI,5.15,1.38,37.92,,-0.34
2016-09-01,OpenAI,5.84,1.51,51.38,,-0.42
2016-09-02,OpenAI,6.23,0.08,-92.08,,0.26
2016-09-03,OpenAI,4.65,1.74,73.97,,0.53
2016-09-04,OpenAI,4.02,1.95,94.58,,-0.32
2016-09-05,OpenAI,7.26,0.87,-13.37,,0.25
2016-09-06,OpenAI,5.84,1.49,49.07,,-0.23
2016-09-07,OpenAI,6.38,1.15,15.31,,-0.09
2016-09-08,OpenAI,3.58,1.16,15.58,,-0.63
2016-09-09,OpenAI,4.88,2.05,104.62,,0.47
2016-09-10,OpenAI,6.64,1.49,49.42,,-0.13
2016-09-11,OpenAI,3.68,1.27,27.25,,0.68
2016-09-12,OpenAI,4.65,1.8,79.58,,0.46
2016-09-13,OpenAI,5.5,-0.03,-102.96,,0.69
2016-09-14,OpenAI,4.58,1.56,55.98,,0.46
2016-09-15,OpenAI,5.62,1.38,38.15,,-0.94
2016-09-16,OpenAI,5.45,1.77,77.27,,0.58
2016-09-17,OpenAI,5.41,1.14,14.31,,0.75
2016-09-18,OpenAI,3.7,0.62,-38.01,,-0.66
2016-09-19,OpenAI,5.17,1.28,27.7,,-0.84
2016-09-20,OpenAI,5.39,0.5,-50.02,,0.52
2016-09-21,OpenAI,4.56,0.88,-11.56,,0.05
2016-09-22,OpenAI,4.22,1.12,12.13,,0.57
2016-09-23,OpenAI,5.0,1.38,38.22,,0.91
2016-09-24,OpenAI,5.34,0.86,-13.78,,0.87
2016-09-25,OpenAI,5.63,0.88,-12.45,,-0.36
2016-09-26,OpenAI,5.71,0.1,-90.27,,-0.09
2016-09-27,OpenAI,3.77,1.15,15.43,,0.61
2016-09-28,OpenAI,6.86,1.47,47.36,,-0.95
2016-09-29,OpenAI,6.88,1.09,9.2,,0.48
2016-09-30,OpenAI,3.6,1.28,28.03,,-0.62
2016-10-01,OpenAI,3.86,1.17,17.5,,0.98
2016-10-02,OpenAI,5.92,2.63,163.07,,-0.82
2016-10-03,OpenAI,5.69,0.73,-26.93,,-0.02
2016-10-04,OpenAI,5.02,0.99,-1.08,,-0.29
2016-10-05,OpenAI,5.38,0.1,-89.96,,-0.94
2016-10-06,OpenAI,5.0,1.86,86.48,,-0.04
2016-10-07,OpenAI,6.55,0.91,-9.02,,0.17
2016-10-08,OpenAI,4.63,2.76,175.56,,-0.37
2016-10-09,OpenAI,5.54,1.46,46.36,,0.49
2016-10-10,OpenAI,4.9,1.7,70.08,,0.68
2016-10-11,OpenAI,5.37,-0.35,-135.31,,0.12
2016-10-12,OpenAI,5.5,0.75,-25.32,,0.35
2016-10-13,OpenAI,4.72,2.02,102.31,,-0.0
2016-10-14,OpenAI,5.77,0.68,-32.31,,-0.03
2016-10-15,OpenAI,6.37,0.72,-28.29,,0.63
2016-10-16,OpenAI,3.06,1.54,54.33,,0.36
2016-10-17,OpenAI,5.67,1.38,37.9,,0.79
2016-10-18,OpenAI,5.92,0.83,-16.65,,0.7
2016-10-19,OpenAI,7.76,1.69,69.27,,0.6
2016-10-20,OpenAI,6.53,0.92,-8.09,,0.38
2016-10-21,OpenAI,5.27,0.84,-16.35,,0.36
2016-10-22,OpenAI,3.79,0.84,-16.46,,-0.18
2016-10-23,OpenAI,5.0,1.42,42.1,AI Video Recommendation upgrade,-0.06
2016-10-24,OpenAI,6.15,1.34,33.7,AI ethics policy update,-0.19
2016-10-25,OpenAI,6.67,1.61,60.91,,0.57
2016-10-26,OpenAI,5.53,0.59,-41.34,,-0.49
2016-10-27,OpenAI,4.42,0.55,-44.79,,-0.11
2016-10-28,OpenAI,3.2,1.58,57.62,,0.52
2016-10-29,OpenAI,6.74,1.12,11.5,,-0.15
2016-10-30,OpenAI,4.9,1.83,83.42,,0.87
2016-10-31,OpenAI,5.58,0.87,-13.03,,-0.7
2016-11-01,OpenAI,5.29,1.35,35.06,,0.98
2016-11-02,OpenAI,6.87,0.96,-4.46,,-0.21
2016-11-03,OpenAI,4.16,2.07,106.56,,-0.81
2016-11-04,OpenAI,4.8,0.58,-41.99,,-0.72
2016-11-05,OpenAI,5.16,1.27,27.47,,-0.19
2016-11-06,OpenAI,6.89,1.25,24.97,,0.58
2016-11-07,OpenAI,5.63,1.09,9.13,,0.26
2016-11-08,OpenAI,4.7,1.5,49.85,,0.06
2016-11-09,OpenAI,3.37,0.82,-17.83,,0.99
2016-11-10,OpenAI,3.85,0.99,-0.52,,-0.79
2016-11-11,OpenAI,4.64,0.76,-23.86,,-0.69
2016-11-12,OpenAI,4.87,0.25,-74.97,,-0.94
2016-11-13,OpenAI,5.35,1.55,55.24,,-0.77
2016-11-14,OpenAI,5.63,0.73,-26.67,,-0.9
2016-11-15,OpenAI,5.95,0.99,-0.89,,-0.95
2016-11-16,OpenAI,6.7,0.82,-17.53,,0.38
2016-11-17,OpenAI,4.86,1.58,57.75,,0.45
2016-11-18,OpenAI,5.43,1.38,38.32,,0.87
2016-11-19,OpenAI,8.12,1.24,23.86,,0.73
2016-11-20,OpenAI,5.11,2.02,101.63,,-0.78
2016-11-21,OpenAI,3.65,1.09,8.72,,0.59
2016-11-22,OpenAI,6.44,0.55,-44.62,Cloud AI launch,-1.81
2016-11-23,OpenAI,4.33,1.39,39.03,,-0.39
2016-11-24,OpenAI,5.34,1.51,51.09,,-0.7
2016-11-25,OpenAI,5.58,1.25,24.52,,-0.05
2016-11-26,OpenAI,4.72,1.1,9.94,,0.61
2016-11-27,OpenAI,5.08,1.47,47.01,,-0.26
2016-11-28,OpenAI,3.85,1.16,16.08,,0.86
2016-11-29,OpenAI,6.21,1.86,85.96,,0.01
2016-11-30,OpenAI,5.12,0.54,-46.32,,-0.68
2016-12-01,OpenAI,4.85,2.06,106.22,,0.71
2016-12-02,OpenAI,6.44,1.43,43.0,,-0.36
2016-12-03,OpenAI,5.03,0.67,-33.46,,-0.86
2016-12-04,OpenAI,3.99,2.33,132.97,,0.96
2016-12-05,OpenAI,5.21,1.25,25.3,,-0.28
2016-12-06,OpenAI,5.97,1.71,71.01,,0.04
2016-12-07,OpenAI,5.44,1.15,14.78,,-0.05
2016-12-08,OpenAI,5.17,1.85,85.33,,0.63
2016-12-09,OpenAI,5.59,0.97,-3.08,,-0.13
2016-12-10,OpenAI,5.67,1.28,28.21,,-0.09
2016-12-11,OpenAI,4.93,0.83,-17.5,,0.97
2016-12-12,OpenAI,6.0,1.44,44.37,,0.41
2016-12-13,OpenAI,6.55,-0.18,-118.28,,-0.5
2016-12-14,OpenAI,6.39,2.2,119.98,,0.86
2016-12-15,OpenAI,4.67,1.17,16.83,,-0.59
2016-12-16,OpenAI,6.98,1.33,33.33,,-0.58
2016-12-17,OpenAI,5.89,1.36,36.44,,0.65
2016-12-18,OpenAI,4.04,0.81,-18.92,,-0.26
2016-12-19,OpenAI,4.07,1.35,35.35,,0.07
2016-12-20,OpenAI,6.24,0.92,-8.27,,-0.1
2016-12-21,OpenAI,5.01,2.1,109.71,,0.12
2016-12-22,OpenAI,6.17,1.67,66.73,,0.54
2016-12-23,OpenAI,6.73,1.29,29.32,,0.2
2016-12-24,OpenAI,4.45,1.42,41.97,,0.14
2016-12-25,OpenAI,4.56,0.28,-72.1,,0.5
2016-12-26,OpenAI,5.63,1.22,21.95,,0.83
2016-12-27,OpenAI,3.16,1.74,74.21,,-0.54
2016-12-28,OpenAI,4.88,0.84,-16.16,,0.56
2016-12-29,OpenAI,5.85,1.4,39.99,AI speech recognition release,-1.33
2016-12-30,OpenAI,5.63,1.02,1.67,,-0.92
2016-12-31,OpenAI,5.78,0.67,-33.46,,0.78
2017-01-01,OpenAI,6.01,1.59,58.64,,0.25
2017-01-02,OpenAI,5.33,0.91,-9.13,,-0.58
2017-01-03,OpenAI,5.23,0.83,-17.27,,-0.01
2017-01-04,OpenAI,5.57,0.74,-25.82,,0.64
2017-01-05,OpenAI,7.31,1.71,71.07,,-0.11
2017-01-06,OpenAI,5.78,2.84,183.83,,-0.17
2017-01-07,OpenAI,6.06,0.46,-53.74,,-0.54
2017-01-08,OpenAI,5.91,2.1,110.47,,-0.08
2017-01-09,OpenAI,5.74,1.06,6.45,,0.45
2017-01-10,OpenAI,7.42,0.67,-32.92,,0.68
2017-01-11,OpenAI,5.8,2.38,138.12,,-0.79
2017-01-12,OpenAI,6.04,3.04,203.94,,0.38
2017-01-13,OpenAI,5.67,1.4,40.44,,-0.25
2017-01-14,OpenAI,5.74,1.78,78.4,,0.42
2017-01-15,OpenAI,6.78,1.11,10.9,,-0.67
2017-01-16,OpenAI,6.17,2.23,123.13,,0.28
2017-01-17,OpenAI,5.42,1.37,36.88,,0.79
2017-01-18,OpenAI,5.81,1.14,14.43,,-0.02
2017-01-19,OpenAI,7.66,1.98,97.76,,0.03
2017-01-20,OpenAI,6.25,1.11,10.73,,0.79
2017-01-21,OpenAI,6.78,2.21,120.83,,0.1
2017-01-22,OpenAI,5.42,0.99,-1.49,,-0.79
2017-01-23,OpenAI,5.32,2.29,129.4,,-0.71
2017-01-24,OpenAI,6.03,1.81,80.51,,-0.13
2017-01-25,OpenAI,6.17,2.08,107.59,,-0.94
2017-01-26,OpenAI,5.97,0.41,-59.12,,-0.82
2017-01-27,OpenAI,5.69,1.41,41.36,,-0.04
2017-01-28,OpenAI,5.6,1.7,69.63,,-0.98
2017-01-29,OpenAI,6.61,2.03,103.25,,-0.76
2017-01-30,OpenAI,3.87,1.74,73.63,,0.06
2017-01-31,OpenAI,5.93,1.27,27.33,,0.87
2017-02-01,OpenAI,5.28,0.77,-22.98,,-0.65
2017-02-02,OpenAI,7.94,1.58,57.78,,-0.83
2017-02-03,OpenAI,5.56,1.18,18.44,,-0.04
2017-02-04,OpenAI,6.38,1.14,14.14,,0.2
2017-02-05,OpenAI,2.82,1.5,49.55,,0.6
2017-02-06,OpenAI,5.64,1.99,98.74,,-0.58
2017-02-07,OpenAI,6.58,1.91,91.04,,0.53
2017-02-08,OpenAI,5.3,1.4,39.88,,-0.58
2017-02-09,OpenAI,5.81,1.75,75.15,,0.72
2017-02-10,OpenAI,3.31,1.13,13.34,,0.82
2017-02-11,OpenAI,5.37,2.56,155.93,,-0.76
2017-02-12,OpenAI,6.41,1.6,60.08,,0.94
2017-02-13,OpenAI,6.31,1.13,13.42,,0.33
2017-02-14,OpenAI,4.56,1.54,54.23,,-0.34
2017-02-15,OpenAI,5.93,1.13,13.49,,0.33
2017-02-16,OpenAI,4.56,0.65,-35.05,,0.29
2017-02-17,OpenAI,5.81,2.11,111.44,,-0.98
2017-02-18,OpenAI,3.88,0.31,-68.68,,0.7
2017-02-19,OpenAI,5.03,0.91,-9.22,,-0.34
2017-02-20,OpenAI,8.23,2.28,127.69,,-0.88
2017-02-21,OpenAI,5.86,1.61,60.54,,0.52
2017-02-22,OpenAI,5.24,0.83,-16.53,,-0.34
2017-02-23,OpenAI,4.24,1.21,21.49,,-0.47
2017-02-24,OpenAI,5.1,0.66,-33.79,,0.4
2017-02-25,OpenAI,6.3,0.74,-25.78,,-0.46
2017-02-26,OpenAI,4.93,1.71,70.93,,0.96
2017-02-27,OpenAI,5.73,1.02,2.03,,-0.96
2017-02-28,OpenAI,6.58,0.7,-30.0,,-0.22
2017-03-01,OpenAI,6.98,1.26,25.9,,0.96
2017-03-02,OpenAI,7.4,0.67,-32.63,,0.84
2017-03-03,OpenAI,6.76,1.51,51.37,,-0.44
2017-03-04,OpenAI,4.71,1.94,94.1,,-0.23
2017-03-05,OpenAI,7.1,1.31,30.72,,-0.03
2017-03-06,OpenAI,5.96,2.04,104.28,,0.0
2017-03-07,OpenAI,6.5,1.2,20.45,,-0.96
2017-03-08,OpenAI,4.94,2.1,110.24,,0.33
2017-03-09,OpenAI,7.0,1.56,56.07,,0.76
2017-03-10,OpenAI,4.16,1.48,48.18,,0.01
2017-03-11,OpenAI,7.43,0.87,-13.13,,0.42
2017-03-12,OpenAI,4.91,1.98,98.49,,0.3
2017-03-13,OpenAI,7.85,2.0,99.9,,0.1
2017-03-14,OpenAI,6.94,0.58,-42.22,,0.58
2017-03-15,OpenAI,5.06,1.25,25.11,,0.82
2017-03-16,OpenAI,5.06,1.89,89.35,,-0.19
2017-03-17,OpenAI,6.92,1.28,28.07,,-0.4
2017-03-18,OpenAI,7.02,1.8,80.3,,-0.61
2017-03-19,OpenAI,5.64,1.39,38.95,Cloud AI launch,-2.28
2017-03-20,OpenAI,5.84,1.07,7.13,,-0.92
2017-03-21,OpenAI,4.94,0.85,-15.18,,-0.76
2017-03-22,OpenAI,3.25,1.69,69.25,,-0.68
2017-03-23,OpenAI,4.4,1.56,56.49,,0.71
2017-03-24,OpenAI,7.45,1.27,27.44,,0.13
2017-03-25,OpenAI,5.5,1.87,86.51,,-0.87
2017-03-26,OpenAI,6.34,1.74,73.73,,-0.43
2017-03-27,OpenAI,4.84,2.1,109.79,,-0.34
2017-03-28,OpenAI,6.11,1.59,58.83,,-0.62
2017-03-29,OpenAI,5.17,1.79,78.86,,0.72
2017-03-30,OpenAI,6.4,1.79,78.8,,-0.04
2017-03-31,OpenAI,6.11,1.41,41.35,,-0.93
2017-04-01,OpenAI,6.31,0.93,-7.19,,-0.2
2017-04-02,OpenAI,6.04,1.59,58.85,,0.03
2017-04-03,OpenAI,6.68,1.22,22.24,,-0.58
2017-04-04,OpenAI,6.85,1.43,42.91,,0.8
2017-04-05,OpenAI,4.15,1.61,60.53,,0.8
2017-04-06,OpenAI,6.39,1.56,55.58,,0.32
2017-04-07,OpenAI,5.43,0.22,-78.19,,0.01
2017-04-08,OpenAI,5.8,2.83,183.14,,-0.94
2017-04-09,OpenAI,6.51,2.3,130.18,,0.25
2017-04-10,OpenAI,6.54,1.3,30.22,,-0.26
2017-04-11,OpenAI,5.99,1.99,98.82,,-0.41
2017-04-12,OpenAI,6.57,0.69,-31.15,,-0.83
2017-04-13,OpenAI,7.95,1.69,68.5,,-0.03
2017-04-14,OpenAI,4.8,2.14,113.84,,0.6
2017-04-15,OpenAI,5.73,1.45,44.82,,0.16
2017-04-16,OpenAI,7.61,1.67,66.91,,0.93
2017-04-17,OpenAI,5.79,1.36,35.65,,0.91
2017-04-18,OpenAI,5.36,0.75,-24.66,,-0.74
2017-04-19,OpenAI,5.84,1.15,14.81,,0.98
2017-04-20,OpenAI,7.17,1.3,30.09,,0.49
2017-04-21,OpenAI,6.92,0.79,-20.64,,-0.36
2017-04-22,OpenAI,7.08,1.52,51.8,,0.55
2017-04-23,OpenAI,7.01,0.5,-50.49,,0.74
2017-04-24,OpenAI,7.39,2.09,109.1,,-0.78
2017-04-25,OpenAI,6.54,1.43,43.23,,0.52
2017-04-26,OpenAI,5.76,1.96,95.77,,-0.17
2017-04-27,OpenAI,5.65,0.98,-1.54,,0.72
2017-04-28,OpenAI,6.16,1.52,51.88,,0.26
2017-04-29,OpenAI,7.51,1.82,81.84,,-0.89
2017-04-30,OpenAI,5.74,2.01,101.08,,0.15
2017-05-01,OpenAI,6.39,1.87,87.26,,-0.56
2017-05-02,OpenAI,4.23,0.74,-25.62,,-0.15
2017-05-03,OpenAI,4.58,1.4,40.25,,-0.66
2017-05-04,OpenAI,5.82,1.15,15.34,,-0.75
2017-05-05,OpenAI,7.75,1.35,34.91,,-0.3
2017-05-06,OpenAI,5.09,1.34,33.98,,0.74
2017-05-07,OpenAI,5.29,2.43,143.27,,-0.54
2017-05-08,OpenAI,4.85,1.55,55.43,,0.83
2017-05-09,OpenAI,5.97,0.73,-26.67,,-0.2
2017-05-10,OpenAI,5.55,0.81,-18.54,,-0.11
2017-05-11,OpenAI,4.84,1.25,25.13,,0.9
2017-05-12,OpenAI,4.78,1.38,37.94,,-0.85
2017-05-13,OpenAI,5.56,1.54,53.57,,-0.57
2017-05-14,OpenAI,5.96,1.54,54.32,,0.7
2017-05-15,OpenAI,3.72,1.33,32.92,,-0.37
2017-05-16,OpenAI,5.57,1.15,14.93,,0.73
2017-05-17,OpenAI,7.7,1.42,41.63,,-0.87
2017-05-18,OpenAI,5.87,1.04,4.05,,-0.94
2017-05-19,OpenAI,4.54,1.76,76.15,,0.5
2017-05-20,OpenAI,5.22,1.71,71.05,,-0.05
2017-05-21,OpenAI,4.72,0.74,-25.53,,-0.45
2017-05-22,OpenAI,6.96,1.89,89.19,,-0.4
2017-05-23,OpenAI,5.09,1.51,50.91,,0.23
2017-05-24,OpenAI,5.07,1.87,87.13,,-0.16
2017-05-25,OpenAI,4.77,-0.08,-107.93,,-0.59
2017-05-26,OpenAI,6.84,1.84,84.12,,-0.25
2017-05-27,OpenAI,5.4,0.68,-31.57,,-0.15
2017-05-28,OpenAI,5.33,1.7,70.46,,-0.88
2017-05-29,OpenAI,4.64,1.59,59.42,,-0.78
2017-05-30,OpenAI,6.31,1.69,68.77,,0.65
2017-05-31,OpenAI,6.79,1.34,34.34,,0.19
2017-06-01,OpenAI,5.21,1.57,57.21,,0.09
2017-06-02,OpenAI,4.52,2.27,127.45,,0.32
2017-06-03,OpenAI,4.67,1.1,9.72,,-0.57
2017-06-04,OpenAI,4.23,1.38,38.23,,-0.72
2017-06-05,OpenAI,6.39,2.41,140.61,,-0.68
2017-06-06,OpenAI,5.07,0.55,-45.37,,-0.88
2017-06-07,OpenAI,6.52,0.9,-10.32,,-0.64
2017-06-08,OpenAI,5.67,0.23,-76.8,,-0.16
2017-06-09,OpenAI,6.22,1.37,36.53,,-0.18
2017-06-10,OpenAI,5.76,1.02,1.82,,0.04
2017-06-11,OpenAI,5.29,0.18,-82.17,,0.06
2017-06-12,OpenAI,6.52,1.58,58.09,,0.53
2017-06-13,OpenAI,5.08,1.3,30.36,,-0.99
